ID_Factura,Producto,Cantidad
22045,TechRodent,126
22045,miniglide,48
22045,shiftmate,43
22045,enterwizard,97
22045,beatblaster,69
22045,Mightyscroller,50
22045,pixpad,123
2648,jetnote,66
2648,acusticflow,54
2648,LCD 30hz pb23,48
2648,laplux,80
2648,LCD 60hz pldas,56
2648,Masterswipe,141
5845,Masterswipe,110
5845,basspulse,45
5845,QLED 60hz sd56,144
5845,beatblaster,146
5845,qwertyguardian,48
5845,miniglide,73
5845,acusticflow,133
5845,OLCD 60hz i3xaz,141
15904,Vidrio templado,54
15904,OLCD 60hz i3xaz,131
15904,lapjet,47
15904,LCD 30hz pb23,72
15904,LCD 30hz pb23,72
15904,jetnote,144
15904,Masterswipe,116
15904,shiftmate,93
15904,qwertyguardian,99
15904,typomaster,122
15904,lapjet,137
15904,gizmoclick,113
15904,LCD 60hz pldas,88
15904,earecho,74
15904,OLCD 60hz i3xaz,73
15904,qwertyguardian,52
22260,QLED 60hz pb51,48
22260,Masterswipe,69
22260,QLED 60hz sd56,63
22260,gizmoclick,142
22260,Vidrio templado,94
13468,gizmoclick,52
13468,QLED 60hz sd56,114
13468,Mightyscroller,79
13468,LCD 30hz pb23,113
13468,TechRodent,128
13468,OLCD 60hz i3xaz,56
13468,pixpad,114
13468,typomaster,99
13468,pixpad,59
13468,lapjet,123
13468,basspulse,109
13468,Masterswipe,75
22603,qwertyguardian,81
22603,jetnote,48
22603,QLED 60hz sd56,138
22603,qwertyguardian,72
22603,gizmoclick,51
21705,jetnote,105
21705,generico,102
21705,beatblaster,132
21705,LCD 60hz pldas,132
21705,LCD 60hz pldas,67
21705,gizmoclick,91
21705,OLCD 60hz i3xaz,139
22285,QLED 60hz pb51,143
22285,escaper,122
22285,earecho,101
22285,beatblaster,55
22285,silverscreen,53
22285,Masterswipe,140
22285,LCD 30hz pb23,139
22285,TechRodent,116
22285,jetnote,143
22285,LCD 60hz pldas,108
15021,shiftmate,62
15021,gizmoclick,43
15021,miniglide,78
15021,escaper,135
15021,escaper,74
15021,Masterswipe,94
15021,QLED 60hz sd56,76
15021,shiftmate,110
15021,escaper,44
22278,qwertyguardian,49
22278,earecho,46
22278,qwertyguardian,89
22278,LCD 30hz pb23,121
22278,generico,41
22278,TechRodent,123
15585,miniglide,63
15585,Mightyscroller,81
15585,escaper,56
15585,jetnote,77
15585,Mightyscroller,105
15585,lapjet,80
15585,QLED 60hz pb51,48
15585,QLED 60hz sd56,131
35,gizmoclick,42
19169,OLCD 60hz i3xaz,75
19169,miniglide,83
19169,miniglide,60
19169,gizmoclick,91
14880,pixpad,80
14880,LCD 30hz pb23,101
14880,typomaster,132
9753,Mightyscroller,70
19123,enterwizard,135
19123,typomaster,139
19123,beatblaster,142
19123,miniglide,66
19123,shiftmate,54
19123,jetnote,118
19123,QLED 60hz pb51,41
19123,TechRodent,117
12726,pixpad,90
12726,miniglide,139
12726,gizmoclick,68
12726,LCD 30hz pb23,104
12726,QLED 60hz sd56,146
12726,laplux,133
12726,QLED 60hz sd56,80
23898,miniglide,133
23898,enterwizard,81
23898,escaper,52
23898,enterwizard,129
23898,LCD 60hz pldas,56
23898,LCD 60hz pldas,142
23898,enterwizard,51
23898,Mightyscroller,90
678,LCD 60hz pldas,69
678,LCD 60hz pldas,81
678,QLED 60hz sd56,97
678,TechRodent,102
678,OLCD 60hz i3xaz,53
678,generico,42
678,laplux,61
678,QLED 60hz pb51,93
678,TechRodent,60
9404,beatblaster,61
9404,shiftmate,56
9404,acusticflow,77
9404,escaper,80
9404,laplux,47
9404,OLCD 60hz i3xaz,119
9404,OLCD 60hz i3xaz,88
9404,earecho,71
9404,jetnote,128
9404,pixpad,64
9404,miniglide,102
22370,OLCD 60hz i3xaz,93
22370,basspulse,122
22370,qwertyguardian,46
13780,escaper,44
9821,shiftmate,91
9821,beatblaster,89
9821,TechRodent,41
6778,Mightyscroller,62
6778,lapjet,125
12314,earecho,57
12314,typomaster,78
12314,silverscreen,139
18932,OLCD 60hz i3xaz,97
18932,typomaster,83
18932,LCD 30hz pb23,104
18932,TechRodent,99
18932,LCD 30hz pb23,83
18932,Masterswipe,147
11995,basspulse,84
11995,pixpad,112
11995,LCD 30hz pb23,83
11995,QLED 60hz pb51,133
11995,TechRodent,68
11995,Vidrio templado,44
11995,jetnote,95
11995,laplux,141
11995,miniglide,40
11995,Mightyscroller,50
11995,basspulse,106
11995,beatblaster,141
14990,Masterswipe,85
14990,enterwizard,105
14990,jetnote,99
14990,enterwizard,110
11576,Masterswipe,105
11576,typomaster,44
11576,escaper,44
20000,escaper,78
20000,lapjet,51
20000,gizmoclick,135
20000,gizmoclick,88
20000,jetnote,86
20000,typomaster,67
20000,OLCD 60hz i3xaz,121
20000,LCD 60hz pldas,139
20000,TechRodent,84
20000,LCD 30hz pb23,48
20000,QLED 60hz pb51,112
14092,OLCD 60hz i3xaz,95
14092,silverscreen,93
14092,pixpad,41
14092,enterwizard,92
14092,LCD 60hz pldas,107
14092,TechRodent,83
14092,typomaster,45
14092,laplux,76
14092,silverscreen,141
14092,OLCD 60hz i3xaz,79
14092,OLCD 60hz i3xaz,122
14092,LCD 60hz pldas,61
14092,OLCD 60hz i3xaz,120
14092,miniglide,109
17514,enterwizard,88
17514,QLED 60hz pb51,106
17514,shiftmate,47
17514,miniglide,53
14724,lapjet,47
14724,Mightyscroller,133
14724,OLCD 60hz i3xaz,129
14724,pixpad,44
14724,LCD 60hz pldas,144
14724,shiftmate,67
9591,miniglide,72
9591,gizmoclick,84
9591,jetnote,70
9591,QLED 60hz pb51,82
13549,LCD 60hz pldas,131
13549,TechRodent,100
13549,enterwizard,141
13549,gizmoclick,105
13549,gizmoclick,132
13549,TechRodent,85
13549,escaper,58
13549,qwertyguardian,96
1559,Masterswipe,134
1559,basspulse,45
1559,enterwizard,114
1559,enterwizard,49
5024,Vidrio templado,126
5024,pixpad,113
714,lapjet,140
714,laplux,107
714,earecho,128
714,miniglide,78
714,beatblaster,76
714,beatblaster,83
714,QLED 60hz pb51,41
21731,qwertyguardian,43
21731,TechRodent,77
21731,typomaster,63
21731,qwertyguardian,97
21731,Vidrio templado,95
9024,enterwizard,43
9024,OLCD 60hz i3xaz,91
9024,enterwizard,96
9024,enterwizard,83
12175,LCD 30hz pb23,95
12175,shiftmate,137
12109,miniglide,139
1781,beatblaster,71
1781,lapjet,123
1781,miniglide,145
1781,shiftmate,131
1781,lapjet,140
15241,laplux,99
15241,Mightyscroller,72
15241,pixpad,137
15241,silverscreen,86
15241,silverscreen,43
489,typomaster,102
489,Masterswipe,129
489,QLED 60hz sd56,86
489,escaper,139
489,QLED 60hz pb51,49
489,jetnote,119
489,typomaster,62
14327,gizmoclick,122
14327,qwertyguardian,58
14327,OLCD 60hz i3xaz,76
14327,earecho,119
14327,Masterswipe,100
14327,miniglide,143
14327,pixpad,87
14327,enterwizard,73
14327,TechRodent,116
1170,lamina plastica,67
1170,qwertyguardian,127
1170,TechRodent,138
1170,enterwizard,137
16968,LCD 30hz pb23,60
16968,basspulse,111
16968,typomaster,95
19442,Mightyscroller,129
19442,Vidrio templado,50
19442,TechRodent,65
13411,OLCD 60hz i3xaz,96
13411,TechRodent,89
14988,enterwizard,114
14988,beatblaster,103
14988,shiftmate,144
6031,LCD 60hz pldas,109
6031,OLCD 60hz i3xaz,141
6031,miniglide,108
6031,OLCD 60hz i3xaz,40
6031,TechRodent,44
6031,typomaster,55
6031,beatblaster,148
8492,LCD 60hz pldas,68
8492,escaper,69
8492,basspulse,129
8492,miniglide,94
9327,QLED 60hz pb51,55
9327,QLED 60hz pb51,61
14457,beatblaster,50
14457,Mightyscroller,111
8317,Mightyscroller,104
8317,TechRodent,119
4639,TechRodent,147
4639,escaper,81
4639,OLCD 60hz i3xaz,46
4639,TechRodent,107
4639,LCD 30hz pb23,72
4639,QLED 60hz pb51,116
4639,OLCD 60hz i3xaz,50
4639,LCD 60hz pldas,83
4639,LCD 60hz pldas,50
4639,miniglide,67
4639,LCD 60hz pldas,126
4639,shiftmate,137
4639,LCD 60hz pldas,102
22841,earecho,45
22841,earecho,125
22841,laplux,72
22841,QLED 60hz pb51,71
22841,Mightyscroller,87
22841,generico,140
22841,jetnote,62
15649,earecho,79
15649,pixpad,73
15649,OLCD 60hz i3xaz,60
10924,qwertyguardian,83
10924,shiftmate,126
10924,Vidrio templado,75
10924,QLED 60hz pb51,80
10924,basspulse,74
10924,Masterswipe,130
10924,typomaster,140
10924,LCD 30hz pb23,77
14796,Mightyscroller,105
14796,miniglide,109
14796,miniglide,147
14796,enterwizard,119
14796,laplux,128
14796,OLCD 60hz i3xaz,118
14796,QLED 60hz pb51,81
14796,OLCD 60hz i3xaz,58
3016,typomaster,54
3016,typomaster,84
3016,QLED 60hz pb51,124
3016,gizmoclick,50
3016,miniglide,110
8209,silverscreen,125
8209,escaper,142
8209,earecho,78
8209,Mightyscroller,76
8209,TechRodent,76
3441,OLCD 60hz i3xaz,135
2499,pixpad,148
2499,escaper,115
2499,QLED 60hz sd56,71
15452,LCD 60hz pldas,99
15452,laplux,111
15452,silverscreen,117
15452,QLED 60hz sd56,80
15452,beatblaster,119
15452,LCD 60hz pldas,71
15452,qwertyguardian,104
18211,Masterswipe,140
18211,LCD 30hz pb23,56
18211,LCD 60hz pldas,57
18211,QLED 60hz sd56,108
14317,generico,136
14317,laplux,122
14317,typomaster,126
4146,LCD 60hz pldas,51
4146,OLCD 60hz i3xaz,47
4146,shiftmate,124
4146,enterwizard,124
4146,escaper,116
4146,pixpad,104
4146,miniglide,73
4146,beatblaster,51
4146,LCD 30hz pb23,69
1292,miniglide,125
9254,typomaster,128
9254,typomaster,42
9254,basspulse,90
9254,lapjet,47
9254,laplux,58
9254,miniglide,46
9254,QLED 60hz pb51,62
9254,QLED 60hz pb51,92
9254,QLED 60hz sd56,78
9254,earecho,68
9254,generico,64
20420,enterwizard,53
20420,TechRodent,116
20420,Masterswipe,63
20420,lamina plastica,122
20420,typomaster,87
20420,laplux,65
20420,enterwizard,58
20420,lapjet,51
20420,QLED 60hz pb51,109
16429,OLCD 60hz i3xaz,104
16429,enterwizard,71
16429,QLED 60hz pb51,46
16429,shiftmate,90
16429,OLCD 60hz i3xaz,99
16429,LCD 30hz pb23,74
16429,escaper,103
16261,OLCD 60hz i3xaz,134
16261,lapjet,56
16261,QLED 60hz pb51,108
16261,TechRodent,114
16261,earecho,77
5274,QLED 60hz pb51,90
5274,enterwizard,119
5274,generico,138
5274,earecho,100
1228,silverscreen,66
1228,gizmoclick,79
1228,Masterswipe,67
1228,LCD 60hz pldas,61
1228,QLED 60hz sd56,82
1228,Mightyscroller,149
1228,typomaster,114
1228,enterwizard,148
24102,miniglide,140
24102,jetnote,113
24102,Mightyscroller,98
24102,OLCD 60hz i3xaz,74
24102,miniglide,52
24102,miniglide,65
24102,earecho,141
24102,Masterswipe,72
3108,qwertyguardian,89
3108,QLED 60hz pb51,116
3108,pixpad,140
3108,Mightyscroller,141
3108,silverscreen,101
3108,LCD 30hz pb23,131
3108,shiftmate,66
3108,enterwizard,50
3108,lamina plastica,95
3108,TechRodent,135
20967,lapjet,94
20967,QLED 60hz pb51,113
20967,laplux,139
20967,Mightyscroller,109
20967,LCD 60hz pldas,112
20967,Vidrio templado,96
20967,Mightyscroller,54
20967,escaper,62
20967,escaper,120
20967,Masterswipe,68
22085,enterwizard,93
22085,silverscreen,147
22085,lapjet,64
22085,silverscreen,119
17554,Mightyscroller,142
17554,beatblaster,60
17554,basspulse,92
17554,OLCD 60hz i3xaz,124
17554,escaper,53
17554,jetnote,77
1995,earecho,136
1995,enterwizard,134
1995,silverscreen,114
1995,lamina plastica,47
1995,LCD 60hz pldas,147
1995,silverscreen,123
1995,pixpad,78
1995,LCD 30hz pb23,145
1995,OLCD 60hz i3xaz,137
1995,pixpad,81
1995,QLED 60hz pb51,94
22799,shiftmate,85
22799,QLED 60hz sd56,149
22799,earecho,86
2721,lamina plastica,141
2721,lamina plastica,67
2721,beatblaster,73
2721,laplux,87
2721,OLCD 60hz i3xaz,102
2721,qwertyguardian,60
2721,beatblaster,70
2721,gizmoclick,61
2721,Masterswipe,50
2721,QLED 60hz pb51,44
2721,escaper,123
2721,shiftmate,126
18491,typomaster,92
18491,OLCD 60hz i3xaz,99
18491,LCD 60hz pldas,97
18491,earecho,124
18491,enterwizard,128
18491,escaper,81
18491,shiftmate,51
18491,Mightyscroller,110
21327,TechRodent,86
21327,gizmoclick,93
11066,silverscreen,109
11066,silverscreen,123
11066,Masterswipe,129
11066,shiftmate,51
11066,laplux,79
11066,laplux,41
11066,miniglide,145
11066,OLCD 60hz i3xaz,142
18014,generico,73
18014,basspulse,124
18014,gizmoclick,100
18014,TechRodent,144
18014,QLED 60hz sd56,120
18014,typomaster,46
18014,qwertyguardian,104
18014,earecho,91
12415,OLCD 60hz i3xaz,107
12415,shiftmate,133
14572,TechRodent,104
14572,earecho,93
19048,Mightyscroller,50
19048,Vidrio templado,145
19048,miniglide,41
21770,jetnote,125
21770,pixpad,62
21770,silverscreen,135
21770,silverscreen,42
21770,TechRodent,44
21770,LCD 60hz pldas,61
21770,beatblaster,141
13919,qwertyguardian,138
13919,generico,125
13919,miniglide,50
1672,Mightyscroller,87
1672,laplux,78
1672,QLED 60hz pb51,131
1672,beatblaster,130
1672,miniglide,88
1672,escaper,139
14600,gizmoclick,93
14600,earecho,96
14600,silverscreen,80
14600,LCD 30hz pb23,149
14600,QLED 60hz pb51,121
14600,escaper,61
22325,lapjet,52
22325,enterwizard,95
22325,LCD 60hz pldas,98
22325,QLED 60hz sd56,136
22325,OLCD 60hz i3xaz,53
3388,QLED 60hz sd56,127
3388,laplux,80
3388,Vidrio templado,43
3388,escaper,58
3388,Mightyscroller,128
3388,TechRodent,94
22303,QLED 60hz pb51,52
22303,LCD 60hz pldas,129
22303,LCD 60hz pldas,119
14139,LCD 60hz pldas,115
14139,escaper,49
14139,typomaster,44
14139,OLCD 60hz i3xaz,147
14139,OLCD 60hz i3xaz,146
14139,pixpad,122
14139,pixpad,50
14139,TechRodent,128
14139,miniglide,54
14139,miniglide,109
14139,shiftmate,73
11015,LCD 60hz pldas,141
11015,silverscreen,61
11015,acusticflow,134
11015,QLED 60hz sd56,128
11015,pixpad,48
11015,lapjet,60
11015,beatblaster,108
13901,qwertyguardian,149
13901,typomaster,56
13901,pixpad,42
13901,lapjet,101
13901,Masterswipe,60
13901,basspulse,95
13901,Mightyscroller,124
11064,QLED 60hz sd56,136
11064,qwertyguardian,85
11064,QLED 60hz sd56,97
11064,silverscreen,97
11064,Mightyscroller,106
11064,gizmoclick,132
11064,escaper,94
11064,silverscreen,127
11064,gizmoclick,71
11064,miniglide,124
1671,TechRodent,127
1671,QLED 60hz pb51,83
1671,qwertyguardian,46
24411,pixpad,72
24411,typomaster,133
24411,QLED 60hz sd56,127
24411,TechRodent,92
24411,miniglide,109
24411,laplux,45
24411,laplux,59
24411,LCD 60hz pldas,138
17645,QLED 60hz pb51,146
17645,Masterswipe,107
17645,TechRodent,44
17645,enterwizard,131
17645,enterwizard,73
17645,OLCD 60hz i3xaz,138
17645,QLED 60hz pb51,68
19302,LCD 60hz pldas,142
19302,OLCD 60hz i3xaz,49
19302,TechRodent,91
19302,escaper,108
18793,LCD 30hz pb23,71
18793,generico,93
18793,lapjet,46
18793,miniglide,105
18793,shiftmate,91
18793,qwertyguardian,109
18793,LCD 30hz pb23,43
10390,pixpad,98
10390,enterwizard,77
10390,Masterswipe,100
10390,TechRodent,128
10390,Vidrio templado,61
10390,miniglide,125
3176,miniglide,133
3176,QLED 60hz pb51,102
3176,pixpad,107
3176,TechRodent,109
3176,shiftmate,149
3176,QLED 60hz pb51,89
3176,laplux,118
3176,TechRodent,63
3176,acusticflow,73
3176,QLED 60hz sd56,89
3176,escaper,48
3176,pixpad,122
3176,acusticflow,94
3176,LCD 60hz pldas,77
3176,earecho,47
7922,acusticflow,143
7922,typomaster,91
7922,lapjet,65
8088,enterwizard,66
8088,gizmoclick,149
8088,silverscreen,40
8088,acusticflow,72
8088,LCD 30hz pb23,46
8088,Vidrio templado,58
8088,lapjet,117
10617,miniglide,132
10617,Masterswipe,147
10617,TechRodent,45
10617,shiftmate,90
10617,shiftmate,119
10617,acusticflow,43
5705,TechRodent,58
5705,pixpad,144
5705,Masterswipe,66
5705,LCD 30hz pb23,133
5705,OLCD 60hz i3xaz,104
5705,miniglide,86
5705,pixpad,48
5705,miniglide,64
5705,LCD 60hz pldas,119
22886,TechRodent,65
22886,earecho,110
22886,lapjet,108
22886,jetnote,113
22886,TechRodent,48
22886,LCD 60hz pldas,113
2241,enterwizard,94
2241,laplux,106
2241,QLED 60hz pb51,133
2241,shiftmate,139
2241,miniglide,81
2241,OLCD 60hz i3xaz,147
13763,gizmoclick,73
13763,Mightyscroller,109
13763,Mightyscroller,144
13763,LCD 60hz pldas,89
13763,qwertyguardian,59
7883,laplux,52
7883,pixpad,70
7883,qwertyguardian,131
7883,qwertyguardian,134
19062,laplux,131
19062,enterwizard,69
19062,Masterswipe,75
19910,QLED 60hz pb51,140
19910,OLCD 60hz i3xaz,125
19910,typomaster,85
19910,typomaster,140
19910,LCD 30hz pb23,81
19910,basspulse,111
19910,escaper,98
19910,QLED 60hz sd56,85
20397,escaper,71
20397,QLED 60hz sd56,83
20397,OLCD 60hz i3xaz,139
20397,qwertyguardian,131
20397,basspulse,141
20397,Masterswipe,112
20397,qwertyguardian,131
20397,TechRodent,108
9133,QLED 60hz pb51,64
9133,earecho,43
9133,basspulse,62
15067,enterwizard,50
15067,qwertyguardian,116
15067,generico,57
15067,Masterswipe,126
15067,shiftmate,118
15067,laplux,82
15067,QLED 60hz pb51,62
15067,typomaster,116
6026,OLCD 60hz i3xaz,98
6026,shiftmate,148
6026,TechRodent,121
6026,enterwizard,132
6026,laplux,101
6026,Masterswipe,90
6026,earecho,62
8145,Mightyscroller,135
8145,escaper,51
8145,beatblaster,114
8145,pixpad,66
8145,laplux,74
8145,shiftmate,69
8145,generico,130
8145,jetnote,83
8145,miniglide,103
22309,LCD 30hz pb23,108
22309,jetnote,146
22309,qwertyguardian,123
22309,QLED 60hz pb51,116
4761,LCD 30hz pb23,123
4761,QLED 60hz sd56,61
4761,LCD 60hz pldas,142
4761,laplux,99
4761,QLED 60hz sd56,78
4761,miniglide,95
14040,QLED 60hz sd56,91
14040,Masterswipe,40
14040,jetnote,139
14040,QLED 60hz sd56,125
14040,LCD 30hz pb23,139
10989,Masterswipe,92
10989,qwertyguardian,130
7777,pixpad,85
7777,QLED 60hz sd56,82
7777,escaper,40
7777,escaper,50
7777,acusticflow,91
7777,enterwizard,90
7777,OLCD 60hz i3xaz,108
7777,qwertyguardian,40
7777,basspulse,68
7777,shiftmate,148
10121,TechRodent,126
10121,lapjet,131
10121,Vidrio templado,67
10121,escaper,129
10121,typomaster,76
10121,OLCD 60hz i3xaz,141
10121,Mightyscroller,147
10121,OLCD 60hz i3xaz,85
10121,LCD 60hz pldas,129
10121,shiftmate,86
10121,lapjet,141
10121,miniglide,123
3884,gizmoclick,104
3884,generico,57
2581,enterwizard,53
2581,shiftmate,141
2581,Mightyscroller,98
2581,beatblaster,132
2581,QLED 60hz sd56,100
2581,escaper,73
2581,gizmoclick,89
2581,QLED 60hz sd56,105
2581,escaper,66
2581,QLED 60hz pb51,104
2581,miniglide,43
2581,QLED 60hz sd56,126
2581,LCD 60hz pldas,73
2581,Mightyscroller,74
11759,escaper,51
11759,TechRodent,41
11759,jetnote,69
11759,QLED 60hz pb51,104
11759,OLCD 60hz i3xaz,55
11759,laplux,40
18516,Masterswipe,148
18516,Mightyscroller,146
18516,shiftmate,132
18516,Vidrio templado,69
11532,lapjet,54
11532,QLED 60hz pb51,135
11532,OLCD 60hz i3xaz,42
14130,gizmoclick,49
14130,acusticflow,59
14130,beatblaster,136
14130,basspulse,43
14130,OLCD 60hz i3xaz,62
14926,LCD 30hz pb23,42
14926,miniglide,43
14926,earecho,142
14926,laplux,63
14926,Masterswipe,60
14926,acusticflow,82
14926,TechRodent,144
23112,shiftmate,96
23112,qwertyguardian,134
23112,qwertyguardian,85
23112,escaper,102
23112,miniglide,144
23112,acusticflow,45
23112,LCD 60hz pldas,57
23112,QLED 60hz sd56,62
23112,LCD 30hz pb23,126
21190,acusticflow,65
21190,beatblaster,74
21190,escaper,120
21190,TechRodent,94
21190,QLED 60hz pb51,123
18394,escaper,91
18394,Mightyscroller,73
18394,laplux,143
18394,gizmoclick,144
18394,gizmoclick,64
18394,OLCD 60hz i3xaz,149
18394,escaper,101
18394,LCD 30hz pb23,68
18394,LCD 30hz pb23,96
18394,acusticflow,41
18394,QLED 60hz pb51,76
17753,gizmoclick,131
17753,shiftmate,77
17753,LCD 30hz pb23,144
17753,shiftmate,92
17753,laplux,117
17753,acusticflow,102
17753,QLED 60hz sd56,71
12054,gizmoclick,79
12054,acusticflow,104
16898,LCD 60hz pldas,75
16898,Mightyscroller,50
16898,gizmoclick,104
16898,Vidrio templado,109
16898,enterwizard,40
16898,shiftmate,133
16898,earecho,67
7027,OLCD 60hz i3xaz,92
7027,beatblaster,88
7027,miniglide,73
7027,LCD 30hz pb23,117
7027,typomaster,40
17261,gizmoclick,138
17261,OLCD 60hz i3xaz,111
17261,acusticflow,52
17261,qwertyguardian,139
17261,shiftmate,142
17261,silverscreen,137
17261,shiftmate,55
17261,Vidrio templado,62
17261,lamina plastica,81
17261,acusticflow,75
17261,QLED 60hz sd56,67
7037,miniglide,42
7037,shiftmate,50
7037,basspulse,74
7037,TechRodent,46
7037,QLED 60hz sd56,73
7037,LCD 30hz pb23,113
9890,typomaster,71
